bytecode_length,unique_bytes,byte_entropy,zero_byte_ratio,ff_byte_ratio,repeated_byte_ratio,opcode_delegatecall_count,opcode_delegatecall_ratio,opcode_selfdestruct_count,opcode_selfdestruct_ratio,opcode_callcode_count,opcode_callcode_ratio,opcode_create2_count,opcode_create2_ratio,opcode_staticcall_count,opcode_staticcall_ratio,opcode_sstore_count,opcode_sstore_ratio,opcode_sload_count,opcode_sload_ratio,opcode_jump_count,opcode_jump_ratio,opcode_jumpi_count,opcode_jumpi_ratio,opcode_call_count,opcode_call_ratio,opcode_return_count,opcode_return_ratio,opcode_revert_count,opcode_revert_ratio,storage_write_read_ratio,conditional_jump_ratio,has_isblacklisted,has_blacklist,has_addblacklist,has_removeblacklist,has_transfer,has_transferfrom,has_approve,has_mint,has_burn,has_setfee,has_pause,has_unpause,has_approve_no_transferfrom,missing_transfer,has_blacklist_functions,erc20_function_count,total_jumps,jump_density,conditional_complexity,max_consecutive_jumpi,2gram_entropy,2gram_unique_count,2gram_max_frequency,3gram_entropy,3gram_unique_count,3gram_max_frequency,4gram_entropy,4gram_unique_count,4gram_max_frequency,delegatecall_to_storage_pattern,max_jumpi_before_transfer,hidden_owner_checks,balance_check_count,conditional_selfdestruct,has_selfdestruct,fee_storage_manipulation,has_dynamic_fee,has_pause_mechanism,avg_function_complexity,revert_count,revert_to_return_ratio,computed_storage_writes,computed_storage_ratio,is_small_contract,is_medium_contract,is_large_contract,estimated_function_count,function_density,q1_opcode_diversity,q2_opcode_diversity,q3_opcode_diversity,q4_opcode_diversity,has_constructor_pattern,has_metadata,has_standard_memory_init,_chain,_address,_name,blacklist_owner_interaction,delegatecall_storage_interaction,broken_erc20_interaction,transfer_complexity_interaction,storage_activity,total_calls,dangerous_call_ratio,label
6271,220,5.615338729046744,0.14096635305373945,0.1506936692712486,0.15037474087067454,11,0.0017541062031573912,945,0.1506936692712486,14,0.002232498804018498,19,0.0030298198054536755,3,0.0004783926008611067,36,0.00574071121033328,28,0.004464997608036996,168,0.026789985648221975,109,0.017381597831286875,23,0.0036676766066018177,8,0.0012757136022962844,40,0.006378568011481423,1.2857142857142858,0.3935018050541516,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,277,0.04417158347950885,1.7381597831286877,2,8.01312117909223,1323,888,8.954127032698317,2111,840,9.414247248527756,2590,792,53,8,0,1,354,1.0,0,0.0,0.0,17.0,40,5.0,11,1.0,0.0,1.0,0.0,34,5.421782809759209,149,158,156,168,1.0,0.0,1.0,optimism,0x350a791Bfc2C21F9Ed5d10980Dad2e2638ffa7f6,LINK,0.0,121,0.0,13.905278265029501,64,37,0.2894736842105263,0
3715,215,5.968466202974606,0.07860026917900403,0.0008075370121130552,0.1098250336473755,1,0.00026917900403768504,3,0.0008075370121130552,1,0.00026917900403768504,9,0.0024226110363391655,9,0.0024226110363391655,9,0.0024226110363391655,27,0.007267833109017497,128,0.034454912516823685,97,0.026110363391655452,11,0.0029609690444145358,13,0.0034993270524899056,68,0.018304172274562585,0.3333333333333333,0.4311111111111111,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,225,0.06056527590847914,2.6110363391655453,1,8.645239188919382,1013,94,9.648744233301105,1569,68,10.171545179480228,1932,49,0,4,0,3,3,1.0,0,0.0,0.0,14.7,68,5.230769230769231,4,1.0,0.0,1.0,0.0,29,7.806191117092867,133,120,142,156,1.0,0.0,1.0,optimism,0x8c6f28f2F1A3C87F0f938b96d27520d9751ec8d9,sUSD,0.0,4,0.0,10.444145356662181,36,21,0.045454545454545456,0
2092,194,6.12091301197633,0.06548757170172084,0.0004780114722753346,0.09225621414913958,4,0.0019120458891013384,1,0.0004780114722753346,6,0.0028680688336520078,12,0.0057361376673040155,2,0.0009560229445506692,17,0.008126195028680689,6,0.0028680688336520078,97,0.046367112810707455,44,0.021032504780114723,5,0.002390057361376673,6,0.0028680688336520078,18,0.008604206500956023,2.8333333333333335,0.3120567375886525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,141,0.06739961759082218,2.1032504780114722,1,8.73763039643898,801,52,9.69113289038343,1193,41,10.068455083730441,1402,20,3,0,0,0,0,1.0,0,0.0,0.0,5.5,18,3.0,7,0.875,0.0,1.0,0.0,15,7.1701720841300185,87,93,128,115,1.0,0.0,1.0,arbitrum,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,WETH,0.0,28,0.0,0.0,23,11,0.3333333333333333,0
2141,198,6.179561965760588,0.05791686127977581,0.004203643157403083,0.09528257823446988,7,0.003269500233535731,9,0.004203643157403083,6,0.0028024287716020553,5,0.002335357309668379,2,0.0009341429238673517,20,0.009341429238673517,5,0.002335357309668379,114,0.053246146660439045,43,0.02008407286314806,4,0.0018682858477347033,6,0.0028024287716020553,15,0.007006071929005138,4.0,0.27388535031847133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,157,0.0733302195235871,2.008407286314806,1,8.830387277809862,886,69,9.800793627097084,1285,43,10.19857224946225,1508,21,0,0,0,0,8,1.0,0,0.0,0.0,4.8,15,2.5,4,1.0,0.0,1.0,0.0,13,6.071929005137786,88,138,113,126,1.0,0.0,1.0,arbitrum,0xFd086bC7CD5C481DCC9C85ebE478A1C0b69FCbb9,USDT,0.0,28,0.0,0.0,25,13,0.5,0
1852,197,5.8833932373815285,0.0847732181425486,0.17494600431965443,0.17386609071274298,5,0.0026997840172786176,324,0.17494600431965443,7,0.003779697624190065,9,0.004859611231101512,7,0.003779697624190065,4,0.0021598272138228943,12,0.0064794816414686825,61,0.032937365010799136,34,0.0183585313174946,17,0.0091792656587473,3,0.0016198704103671706,18,0.009719222462203024,0.3333333333333333,0.35789473684210527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,95,0.05129589632829374,1.8358531317494602,1,7.891162274320983,719,304,8.55785678234172,971,288,8.854485544404287,1105,272,3,0,0,0,185,1.0,0,0.0,0.0,6.4,18,6.0,2,0.6666666666666666,0.0,1.0,0.0,15,8.099352051835853,76,68,139,140,1.0,0.0,1.0,arbitrum,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,USDC,0.0,10,0.0,0.0,16,29,0.16666666666666666,0
2092,194,6.12091301197633,0.06548757170172084,0.0004780114722753346,0.09225621414913958,4,0.0019120458891013384,1,0.0004780114722753346,6,0.0028680688336520078,12,0.0057361376673040155,2,0.0009560229445506692,17,0.008126195028680689,6,0.0028680688336520078,97,0.046367112810707455,44,0.021032504780114723,5,0.002390057361376673,6,0.0028680688336520078,18,0.008604206500956023,2.8333333333333335,0.3120567375886525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,141,0.06739961759082218,2.1032504780114722,1,8.73763039643898,801,52,9.69113289038343,1193,41,10.068455083730441,1402,20,3,0,0,0,0,1.0,0,0.0,0.0,5.5,18,3.0,7,0.875,0.0,1.0,0.0,15,7.1701720841300185,87,93,128,115,1.0,0.0,1.0,arbitrum,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,USDC.e,0.0,28,0.0,0.0,23,11,0.3333333333333333,0
4926,236,6.06708658796805,0.07734470158343483,0.0008120178643930166,0.11246447421843281,2,0.0004060089321965083,4,0.0008120178643930166,5,0.0010150223304912708,6,0.001218026796589525,5,0.0010150223304912708,37,0.007511165245635404,27,0.0054811205846528625,131,0.026593585058871296,85,0.017255379618351604,12,0.00243605359317905,7,0.0014210312626877792,36,0.007308160779537149,1.3703703703703705,0.39351851851851855,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,216,0.0438489646772229,1.7255379618351605,1,8.941943912944998,1295,107,9.951568318932132,1991,88,10.40856725591102,2403,81,0,7,0,2,3,1.0,0,0.0,0.0,17.7,36,5.142857142857143,19,1.0,0.0,1.0,0.0,35,7.105156313438895,150,142,143,200,1.0,0.0,1.0,arbitrum,0xDA10009cBd5D07dd0CeCc66161FC93D7c9000da1,DAI,0.0,38,0.0,12.078765732846124,64,19,0.1,0
2593,192,5.640739063532651,0.13266486694947938,0.15156189741612033,0.15156189741612033,7,0.002699575780948708,393,0.15156189741612033,6,0.0023139220979560356,6,0.0023139220979560356,2,0.0007713073659853452,19,0.007327419976860779,4,0.0015426147319706903,99,0.03817971461627458,48,0.018511376783648285,12,0.004627844195912071,6,0.0023139220979560356,17,0.006556112610875434,4.75,0.32653061224489793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,147,0.05669109139992287,1.8511376783648283,1,7.808152712064046,859,371,8.621949414806105,1257,351,9.000081677900411,1482,331,0,0,0,0,112,1.0,0,0.0,0.0,5.8,17,2.8333333333333335,2,0.6666666666666666,0.0,1.0,0.0,21,8.098727342846125,90,124,132,117,1.0,0.0,1.0,arbitrum,0x912CE59144191C1204E64559FE8253a0e49E6548,ARB,0.0,14,0.0,0.0,23,21,0.3181818181818182,0
760,131,5.781134033794682,0.07368421052631578,0.007894736842105263,0.09868421052631579,4,0.005263157894736842,6,0.007894736842105263,2,0.002631578947368421,2,0.002631578947368421,2,0.002631578947368421,3,0.003947368421052632,2,0.002631578947368421,28,0.03684210526315789,14,0.018421052631578946,4,0.005263157894736842,3,0.003947368421052632,8,0.010526315789473684,1.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,42,0.05526315789473684,1.842105263157895,1,8.177832508360407,430,20,8.99269043691159,588,11,9.282434323583887,658,5,12,0,0,0,1,1.0,0,0.0,0.0,2.0,8,2.6666666666666665,0,0.0,1.0,0.0,0.0,6,6.0,53,51,45,100,1.0,0.0,1.0,arbitrum,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WBTC,0.0,0,0.0,0.0,5,10,0.36363636363636365,0
760,131,5.781134033794682,0.07368421052631578,0.007894736842105263,0.09868421052631579,4,0.005263157894736842,6,0.007894736842105263,2,0.002631578947368421,2,0.002631578947368421,2,0.002631578947368421,3,0.003947368421052632,2,0.002631578947368421,28,0.03684210526315789,14,0.018421052631578946,4,0.005263157894736842,3,0.003947368421052632,8,0.010526315789473684,1.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,42,0.05526315789473684,1.842105263157895,1,8.177832508360407,430,20,8.99269043691159,588,11,9.282434323583887,658,5,12,0,0,0,1,1.0,0,0.0,0.0,2.0,8,2.6666666666666665,0,0.0,1.0,0.0,0.0,6,6.0,53,51,45,100,1.0,0.0,1.0,arbitrum,0xf97f4df75117a78c1A5a0DBb814Af92458539FB4,LINK,0.0,0,0.0,0.0,5,10,0.36363636363636365,0
15993,256,5.531741545659372,0.17688988932658037,0.15575564309385356,0.16063277683986743,61,0.0038141686988057274,2491,0.15575564309385356,27,0.0016882386043894203,49,0.0030638404301882075,16,0.001000437691490027,86,0.005377352591758895,140,0.008753829800537734,460,0.028762583630338272,290,0.018132933158256738,92,0.005752516726067655,30,0.0018758206715438004,56,0.0035015319202150942,0.6142857142857143,0.38666666666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4,750,0.04689551678859501,1.8132933158256737,2,7.999086735372313,2717,2336,9.041297116648344,4616,2217,9.587560158806275,5869,2098,39,8,0,1,1103,1.0,0,0.0,0.0,18.1,56,1.8666666666666667,23,0.6764705882352942,0.0,0.0,1.0,87,5.439879947477021,236,197,211,207,1.0,0.0,1.0,arbitrum,0x17FC002b466eEc40DaE837Fc4bE5c67993ddBd6F,FRAX,0.0,1403,0.0,14.50634652660539,226,169,0.3588235294117647,0
3000,195,4.782722530075078,0.07433333333333333,0.313,0.313,3,0.001,939,0.313,1,0.0003333333333333333,10,0.0033333333333333335,0,0.0,15,0.005,12,0.004,53,0.017666666666666667,45,0.015,52,0.017333333333333333,12,0.004,18,0.006,1.25,0.45918367346938777,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,98,0.03266666666666666,1.5,1,6.416985023787365,621,889,7.097740149918757,862,842,7.48491807655612,1015,795,0,8,0,1,442,1.0,0,0.0,0.0,9.9,18,1.5,8,1.0,0.0,1.0,0.0,17,5.666666666666667,104,85,66,125,1.0,1.0,1.0,polygon,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,WMATIC,0.0,24,0.0,12.0,27,55,0.05357142857142857,0
2949,185,5.269912841825526,0.14784672770430654,0.17633095964733808,0.17633095964733808,17,0.005764665988470668,520,0.17633095964733808,2,0.0006781959986436081,19,0.006442861987114276,1,0.00033909799932180403,15,0.00508646998982706,10,0.00339097999321804,59,0.020006781959986435,47,0.01593760596812479,33,0.011190233977619531,6,0.002034587995930824,23,0.007799253984401492,1.5,0.44339622641509435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,106,0.03594438792811122,1.5937605968124788,1,7.165060221912033,680,494,7.970655978776999,1019,468,8.391042550693843,1221,442,29,0,0,0,213,1.0,0,0.0,0.0,4.2,23,3.8333333333333335,3,1.0,0.0,1.0,0.0,10,3.39097999321804,88,96,78,112,1.0,0.0,1.0,polygon,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,USDT,0.0,51,0.0,0.0,25,51,0.3269230769230769,0
2037,202,6.23709529661869,0.0662739322533137,0.0,0.09916543937162493,15,0.007363770250368188,0,0.0,5,0.002454590083456063,16,0.007854688267059401,7,0.003436426116838488,21,0.010309278350515464,7,0.003436426116838488,64,0.031418753068237604,41,0.020127638684339717,6,0.0029455081001472753,11,0.005400098183603338,27,0.013254786450662739,3.0,0.3904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,105,0.05154639175257732,2.0127638684339715,1,8.69858551817147,746,38,9.551836514145778,1077,30,9.9128773751576,1258,15,21,0,0,0,0,0.0,0,0.0,0.0,7.3,27,2.4545454545454546,6,0.8571428571428571,0.0,1.0,0.0,11,5.400098183603339,92,121,123,150,1.0,0.0,1.0,polygon,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,USDC.e,0.0,90,0.0,0.0,28,28,0.5172413793103449,0
1852,200,5.894074033100615,0.0847732181425486,0.17494600431965443,0.17332613390928725,4,0.0021598272138228943,324,0.17494600431965443,9,0.004859611231101512,10,0.005399568034557235,7,0.003779697624190065,4,0.0021598272138228943,12,0.0064794816414686825,60,0.032397408207343416,34,0.0183585313174946,19,0.010259179265658747,3,0.0016198704103671706,18,0.009719222462203024,0.3333333333333333,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,94,0.05075593952483801,1.8358531317494602,1,7.89008177729235,718,304,8.55785678234172,971,288,8.854485544404287,1105,272,3,0,0,0,184,1.0,0,0.0,0.0,6.4,18,6.0,2,0.6666666666666666,0.0,1.0,0.0,15,8.099352051835853,76,68,139,144,1.0,0.0,1.0,polygon,0x3c499c542cEF5E3811e1192ce70d8cC03d5c3359,USDC,0.0,8,0.0,0.0,16,30,0.12903225806451613,0
2949,185,5.269912841825526,0.14784672770430654,0.17633095964733808,0.17633095964733808,17,0.005764665988470668,520,0.17633095964733808,2,0.0006781959986436081,19,0.006442861987114276,1,0.00033909799932180403,15,0.00508646998982706,10,0.00339097999321804,59,0.020006781959986435,47,0.01593760596812479,33,0.011190233977619531,6,0.002034587995930824,23,0.007799253984401492,1.5,0.44339622641509435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,106,0.03594438792811122,1.5937605968124788,1,7.165060221912033,680,494,7.970655978776999,1019,468,8.391042550693843,1221,442,29,0,0,0,213,1.0,0,0.0,0.0,4.2,23,3.8333333333333335,3,1.0,0.0,1.0,0.0,10,3.39097999321804,88,96,78,112,1.0,0.0,1.0,polygon,0x8f3Cf7ad23Cd3CaDbD9735AFf958023239c6A063,DAI,0.0,51,0.0,0.0,25,51,0.3269230769230769,0
12443,248,5.333905337383434,0.10953950012054971,0.18371775295346782,0.1835570200112513,11,0.00088403118219079,2286,0.18371775295346782,22,0.00176806236438158,36,0.002893192959897131,5,0.00040183235554126816,58,0.004661255324278711,64,0.005143454150928233,311,0.024993972514666882,219,0.017600257172707547,159,0.012778268906212328,35,0.0028128264887888775,81,0.006509684159768545,0.90625,0.41320754716981134,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,530,0.042594229687374426,1.7600257172707545,2,7.6709174291176305,1715,2151,8.773379349777349,2948,2026,9.368922820044597,3789,1901,22,10,0,1,662,1.0,0,0.0,0.0,17.7,81,2.3142857142857145,17,1.0,0.0,0.0,1.0,51,4.098690026520935,185,156,162,194,1.0,0.0,1.0,polygon,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WETH,0.0,187,0.0,17.600257172707543,122,175,0.0625,0
2949,185,5.269912841825526,0.14784672770430654,0.17633095964733808,0.17633095964733808,17,0.005764665988470668,520,0.17633095964733808,2,0.0006781959986436081,19,0.006442861987114276,1,0.00033909799932180403,15,0.00508646998982706,10,0.00339097999321804,59,0.020006781959986435,47,0.01593760596812479,33,0.011190233977619531,6,0.002034587995930824,23,0.007799253984401492,1.5,0.44339622641509435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,106,0.03594438792811122,1.5937605968124788,1,7.165060221912033,680,494,7.970655978776999,1019,468,8.391042550693843,1221,442,29,0,0,0,213,1.0,0,0.0,0.0,4.2,23,3.8333333333333335,3,1.0,0.0,1.0,0.0,10,3.39097999321804,88,96,78,112,1.0,0.0,1.0,polygon,0x1bfd67037b42cf73acF2047067bd4F2C47D9BfD6,WBTC,0.0,51,0.0,0.0,25,51,0.3269230769230769,0
12443,246,5.3332225657962855,0.10953950012054971,0.18371775295346782,0.1835570200112513,12,0.0009643976532990436,2286,0.18371775295346782,21,0.0016876958932733263,36,0.002893192959897131,5,0.00040183235554126816,59,0.004741621795386964,63,0.005063087679819979,310,0.024913606043558627,220,0.0176806236438158,160,0.012858635377320581,35,0.0028128264887888775,82,0.006590050630876798,0.9365079365079365,0.41509433962264153,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,530,0.042594229687374426,1.7680623643815798,2,7.671360265880556,1717,2151,8.773379349777349,2948,2026,9.368922820044597,3789,1901,22,10,0,1,662,1.0,0,0.0,0.0,17.7,82,2.342857142857143,17,1.0,0.0,0.0,1.0,52,4.1790564976291895,185,156,162,196,1.0,0.0,1.0,polygon,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,LINK,0.0,204,0.0,17.6806236438158,122,177,0.06741573033707865,0
2949,185,5.273306091724325,0.14750762970498474,0.17633095964733808,0.17633095964733808,18,0.006103763987792472,520,0.17633095964733808,2,0.0006781959986436081,18,0.006103763987792472,1,0.00033909799932180403,15,0.00508646998982706,10,0.00339097999321804,59,0.020006781959986435,47,0.01593760596812479,33,0.011190233977619531,5,0.00169548999660902,22,0.007460155985079688,1.5,0.44339622641509435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,106,0.03594438792811122,1.5937605968124788,1,7.165316289585765,680,494,7.970655978776999,1019,468,8.391042550693843,1221,442,29,0,0,0,213,1.0,0,0.0,0.0,4.2,22,4.4,3,1.0,0.0,1.0,0.0,9,3.0518819938962363,88,96,78,116,1.0,0.0,1.0,polygon,0xD6DF932A45C0f255f85145f286eA0b292B21C90B,AAVE,0.0,54,0.0,0.0,25,52,0.33962264150943394,0
2949,185,5.273306091724325,0.14750762970498474,0.17633095964733808,0.17633095964733808,18,0.006103763987792472,520,0.17633095964733808,2,0.0006781959986436081,18,0.006103763987792472,1,0.00033909799932180403,15,0.00508646998982706,10,0.00339097999321804,59,0.020006781959986435,47,0.01593760596812479,33,0.011190233977619531,5,0.00169548999660902,22,0.007460155985079688,1.5,0.44339622641509435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,106,0.03594438792811122,1.5937605968124788,1,7.165316289585765,680,494,7.970655978776999,1019,468,8.391042550693843,1221,442,29,0,0,0,213,1.0,0,0.0,0.0,4.2,22,4.4,3,1.0,0.0,1.0,0.0,9,3.0518819938962363,88,96,78,116,1.0,0.0,1.0,polygon,0x1379e8886a944d2d9d440b3d88df536aea08d9f3,PolyBunny,0.0,54,0.0,0.0,25,52,0.33962264150943394,1
2041,190,5.63137282574212,0.05732484076433121,0.16609505144536993,0.16609505144536993,3,0.0014698677119059284,339,0.16609505144536993,1,0.0004899559039686428,6,0.002939735423811857,0,0.0,13,0.006369426751592357,18,0.008819206271435572,64,0.03135717785399314,47,0.023027927486526212,10,0.004899559039686428,5,0.002449779519843214,24,0.011758941695247428,0.7222222222222222,0.42342342342342343,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,111,0.05438510534051935,2.3027927486526214,2,7.848292391989379,712,321,8.676914947857636,1028,306,9.059664408862366,1204,291,0,3,0,1,194,1.0,0,0.0,0.0,12.0,24,4.8,6,1.0,0.0,1.0,0.0,14,6.859382655560999,101,78,72,134,1.0,0.0,1.0,base,0x4200000000000000000000000000000000000006,WETH,0.0,18,0.0,6.908378245957865,31,13,0.21428571428571427,0
5835,229,5.3432255335755805,0.236675235646958,0.11893744644387318,0.2234790059982862,18,0.003084832904884319,694,0.11893744644387318,16,0.0027420736932305054,16,0.0027420736932305054,3,0.0005141388174807198,38,0.006512425021422451,29,0.004970008568980291,167,0.0286203941730934,94,0.01610968294772922,17,0.002913453299057412,5,0.000856898029134533,32,0.005484147386461011,1.3103448275862069,0.36015325670498083,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,261,0.04473007712082262,1.610968294772922,1,7.4556764683265095,1242,1178,8.354715358187288,1991,1128,8.806382386166682,2452,1078,0,9,0,2,124,1.0,0,0.0,0.0,17.0,32,6.4,7,0.875,0.0,1.0,0.0,32,5.484147386461011,160,154,131,145,1.0,0.0,1.0,base,0x50c5725949A6F0c72E6C4a641F24049A917DB0Cb,DAI,0.0,126,0.0,14.498714652956298,67,38,0.46153846153846156,0
2096,187,5.951366102201852,0.07585877862595419,0.1717557251908397,0.1717557251908397,4,0.0019083969465648854,360,0.1717557251908397,3,0.0014312977099236641,5,0.002385496183206107,2,0.0009541984732824427,14,0.006679389312977099,10,0.004770992366412214,82,0.039122137404580155,41,0.019561068702290078,14,0.006679389312977099,6,0.0028625954198473282,15,0.00715648854961832,1.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,123,0.05868320610687023,1.9561068702290076,1,7.8224928278216,697,341,8.456775764439287,962,323,8.754108556435465,1109,305,0,0,0,0,113,1.0,0,0.0,0.0,6.0,15,2.5,3,1.0,0.0,1.0,0.0,12,5.7251908396946565,115,99,103,134,1.0,0.0,1.0,base,0xd9aAEc86B65D86f6A7B5B1b0c42FFA531710b6CA,USDbC,0.0,12,0.0,0.0,24,20,0.19047619047619047,0
1852,198,5.883895669725212,0.0847732181425486,0.1744060475161987,0.17332613390928725,4,0.0021598272138228943,323,0.1744060475161987,7,0.003779697624190065,9,0.004859611231101512,7,0.003779697624190065,5,0.0026997840172786176,12,0.0064794816414686825,60,0.032397408207343416,34,0.0183585313174946,17,0.0091792656587473,5,0.0026997840172786176,18,0.009719222462203024,0.4166666666666667,0.3617021276595745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,94,0.05075593952483801,1.8358531317494602,1,7.891162274320983,719,304,8.55785678234172,971,288,8.854485544404287,1105,272,3,0,0,0,184,1.0,0,0.0,0.0,6.4,18,3.6,3,0.75,0.0,1.0,0.0,15,8.099352051835853,76,68,139,141,1.0,0.0,1.0,base,0x833589fCD6eDb6E08f4c7C32D4f71b54bdA02913,USDC,0.0,12,0.0,0.0,17,28,0.13793103448275862,0
9675,241,5.468414165096776,0.10573643410852714,0.21891472868217055,0.21839793281653747,10,0.0010335917312661498,2118,0.21891472868217055,18,0.0018604651162790699,28,0.0028940568475452197,1,0.00010335917312661498,53,0.005478036175710594,66,0.006821705426356589,249,0.02573643410852713,174,0.017984496124031007,48,0.00496124031007752,17,0.0017571059431524547,56,0.005788113695090439,0.803030303030303,0.41134751773049644,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5,423,0.04372093023255814,1.7984496124031009,2,7.89147276283976,1700,1987,8.92828852433467,2956,1868,9.44437284354619,3714,1749,13,10,0,1,958,1.0,0,0.0,0.0,19.7,56,3.2941176470588234,14,0.875,0.0,1.0,0.0,44,4.547803617571059,185,170,175,196,1.0,0.0,1.0,base,0x78a087d713Be963Bf307b18F2Ff8122EF9A63ae9,BSWAP,0.0,140,0.0,17.984496124031008,119,59,0.16666666666666666,0
2096,187,5.951366102201852,0.07585877862595419,0.1717557251908397,0.1717557251908397,4,0.0019083969465648854,360,0.1717557251908397,3,0.0014312977099236641,5,0.002385496183206107,2,0.0009541984732824427,14,0.006679389312977099,10,0.004770992366412214,82,0.039122137404580155,41,0.019561068702290078,14,0.006679389312977099,6,0.0028625954198473282,15,0.00715648854961832,1.4,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,123,0.05868320610687023,1.9561068702290076,1,7.8224928278216,697,341,8.456775764439287,962,323,8.754108556435465,1109,305,0,0,0,0,113,1.0,0,0.0,0.0,6.0,15,2.5,3,1.0,0.0,1.0,0.0,12,5.7251908396946565,115,99,103,134,1.0,0.0,1.0,base,0x2Ae3F1Ec7F1F5012CFEab0185bfc7aa3cf0DEc22,cbETH,0.0,12,0.0,0.0,24,20,0.19047619047619047,0
3296,212,5.528288152190944,0.17445388349514562,0.15625,0.16686893203883496,8,0.0024271844660194173,515,0.15625,4,0.0012135922330097086,10,0.003033980582524272,4,0.0012135922330097086,18,0.0054611650485436895,3,0.0009101941747572816,108,0.032766990291262135,54,0.016383495145631068,11,0.003337378640776699,5,0.001516990291262136,34,0.010315533980582525,6.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,162,0.0491504854368932,1.6383495145631068,1,7.536025264165943,944,488,8.309518760994964,1373,462,8.684001643628951,1618,436,0,0,0,0,119,1.0,0,0.0,0.0,7.9,34,6.8,2,0.6666666666666666,0.0,1.0,0.0,23,6.978155339805825,107,141,129,138,1.0,0.0,1.0,base,0xc1CBa3fCea344f92D9239c08C0568f6F2F0ee452,wstETH,0.0,16,0.0,0.0,21,23,0.3333333333333333,0
